21_03_53_449728_LED_show_letter_cpp,0:00:02.999267,5.115,282.189,1445.349
21_04_29_829822_LED_show_letter_cpp,0:00:02.982728,5.115,285.506,1454.064
21_05_06_275124_LED_show_letter_cpp,0:00:03.025941,5.116,279.869,1434.962
21_05_42_716923_LED_show_letter_cpp,0:00:03.011983,5.117,281.026,1435.767
21_06_19_157654_LED_show_letter_cpp,0:00:02.994998,5.117,280.947,1437.209
21_06_55_543053_LED_show_letter_cpp,0:00:03.035373,5.116,280.066,1436.946
21_07_31_980601_LED_show_letter_cpp,0:00:03.033607,5.117,280.251,1434.082
21_08_08_416872_LED_show_letter_cpp,0:00:03.019123,5.116,280.453,1437.900
21_08_44_855267_LED_show_letter_cpp,0:00:03.013374,5.117,282.206,1436.326
21_09_21_291086_LED_show_letter_cpp,0:00:03.005137,5.117,279.987,1436.457
